Date,gdp.log,inflation,oil,import,interest,inflation.expectations
1972/6/1,3.210598876,4.825177327,12,2.083338043,4.945153571,4.879469668
1972/9/1,3.231719054,6.591238008,5.9,-1.561485392,4.593153571,4.949235159
1972/12/1,3.256564161,6.789676939,3.2,18.84498712,4.615153571,5.176358726
1973/3/1,3.289462861,10.76988096,-7.2,28.78939985,5.317483571,5.420320753
1973/6/1,3.298567378,14.85721482,8.4,9.153717533,6.257813571,5.540981689
1973/9/1,3.301479509,14.69065476,34.4,35.48270863,8.010153571,5.529326953
1973/12/1,3.313761138,18.08752717,112.7,36.01046066,9.571483571,5.128951843
1974/3/1,3.278796698,33.29678367,328,110.9838834,12.20515357,2.916807049
1974/6/1,3.285974359,16.31754518,74.9,41.75692206,12.30181357,-0.430449
1974/9/1,3.298689776,16.61619522,31.1,29.25552933,13.16548357,2.78945811
1974/12/1,3.293251526,19.78753902,12.1,9.959020649,12.99781357,38.22291995
1975/3/1,3.294559196,7.475365923,1.3,-7.923392846,12.99315357,29.12627706
1975/6/1,3.316518184,8.306958265,-7.4,-3.719840818,11.39515357,23.6691802
1975/9/1,3.327834858,7.651723157,6.6,9.058790018,10.58148357,25.01167755
1975/12/1,3.338295058,7.136130936,20.9,13.10072174,8.229483571,18.72698932
1976/3/1,3.346732607,9.340368909,16.3,6.673419313,7.222813571,10.02018967
1976/6/1,3.352623228,9.404483316,-5.4,3.573446435,6.929813571,9.829362951
1976/9/1,3.366585007,9.089545714,-9.3,-4.696727151,7.256813571,9.347510601
1976/12/1,3.367773848,9.132840889,-1.4,-0.337600245,7.012483571,10.65440703
1977/3/1,3.389410645,8.087587445,8,2.13333839,7.025813571,11.01803121
1977/6/1,3.39642387,7.280381577,-1.5,-5.525105462,5.637813571,10.52808194
1977/9/1,3.403217606,5.954078971,-10.6,-19.9022867,5.591153571,10.84476827
1977/12/1,3.416690999,4.898917111,-19.8,-22.20407483,4.978153571,10.60216267
1978/3/1,3.435406614,3.806911661,-17.8,-10.86849665,4.865813571,10.31406475
1978/6/1,3.445079688,3.643179426,-29,-21.02246314,4.230813571,10.17886273
1978/9/1,3.457929598,3.662845733,-53,-47.2156864,4.490483571,10.01430608
1978/12/1,3.472257084,2.372986547,-13.6,3.215328318,4.354813571,9.713664695
1979/3/1,3.487102156,2.725185225,35,35.57899441,4.553483571,9.34786169
1979/6/1,3.505208792,3.898356768,88.6,59.28139488,5.243213571,8.774533914
1979/9/1,3.512806493,5.814723081,96.2,57.39268939,6.561113571,6.791334007
1979/12/1,3.517143565,5.150778022,96.8,57.10830247,7.584883571,5.178028693
1980/3/1,3.528283125,8.201778428,102.4,76.12342006,9.304053571,4.801541325
1980/6/1,3.530020736,12.40918881,16.9,-3.300224984,12.60015357,5.113980622
1980/9/1,3.537684662,5.994494637,-10.3,-7.68011427,12.19231357,5.055549014
1980/12/1,3.54685957,4.425225496,-12.9,-11.84348301,10.13665357,5.75992578
1981/3/1,3.557175603,3.911968116,16.2,-1.029397777,8.643783571,7.207394724
1981/6/1,3.561973208,3.339784116,36.5,22.28150878,7.248513571,6.258776344
1981/9/1,3.57026038,4.254579185,12,12.62213777,7.379383571,4.860074533
1981/12/1,3.571335841,4.162248757,-18.5,-8.444554101,6.978753571,4.828430049
1982/3/1,3.581560626,2.329473167,1.3,7.498841194,6.737713571,5.18202547
1982/6/1,3.595795719,1.871239454,8.7,10.63663104,7.300713571,5.638336341
1982/9/1,3.593030421,3.260581088,20.1,17.07703372,7.246783571,5.543048265
1982/12/1,3.600045822,3.044875906,-0.2,2.709119736,6.969713571,4.579775988
1983/3/1,3.601262172,0.661774651,-41.41179408,-28.58218602,6.635666667,4.418452587
1983/6/1,3.608771336,0.947655434,-27.83523201,-12.75616897,6.190933333,5.184510362
1983/9/1,3.619635,1.437904972,0.335119952,-3.249032292,6.458766667,4.982125054
1983/12/1,3.625817959,3.22672181,6.953097631,-10.87357075,6.283666667,3.814415786
1984/3/1,3.63474113,1.812759929,-2.545764112,-2.115640849,6.181766667,3.904216852
1984/6/1,3.648147295,2.169990021,-21.45726819,2.287455859,5.8443,4.023184521
1984/9/1,3.656146038,1.847787011,-8.123479466,-0.898008006,6.152766667,4.164380894
1984/12/1,3.654978253,3.448732534,-0.30286867,0.405611612,6.2211,3.317085017
1985/3/1,3.677379862,1.745008762,-9.54516349,14.57279018,6.248733333,3.415344911
1985/6/1,3.688773124,1.336163499,-3.532971684,-1.887454666,6.068566667,3.202979738
1985/9/1,3.706629382,1.52840576,1.215731728,-29.77083898,6.387166667,3.683020585
1985/12/1,3.71872865,0.823772131,3.235117793,-38.04441426,7.440333333,2.644494811
1986/3/1,3.719628565,1.947849083,-61.52123634,-41.83894343,6.275433333,2.226029345
1986/6/1,3.713739967,0.177559173,-116.8450059,-89.54484796,4.6293,2.019752739
1986/9/1,3.718510433,-0.779904474,-117.9736149,-68.06406242,4.688466667,1.518970101
1986/12/1,3.726347423,-0.119729706,29.95491957,22.51500938,4.2521,1.803290244
1987/3/1,3.720987278,0.317153788,41.05722258,7.259527171,4.1998,1.375464924
1987/6/1,3.739099212,0.698239141,1.445121674,-2.30739361,3.439166667,0.985343949
1987/9/1,3.75555142,1.116338967,0.392181046,11.98785348,3.374766667,0.457160607
1987/12/1,3.778333797,0.108181452,-23.63308975,-5.917407256,3.661433333,0.26498408
1988/3/1,3.798892055,0.20668107,-40.75656037,-18.70074625,3.686,0.452955892
1988/6/1,3.797848556,-0.071134461,-6.299923081,-0.568503184,3.517566667,0.745671216
1988/9/1,3.814881393,0.975772968,-24.41786072,6.379619264,3.9766,0.694751232
1988/12/1,3.823460774,1.224919283,-16.60997972,-16.19269876,4.158966667,0.706359
1989/3/1,3.849423333,1.576357926,10.36922484,13.7962167,4.175763333,0.445820601
1989/6/1,3.83411058,1.969051404,21.44201354,30.12065344,4.744363333,0.633276328
1989/9/1,3.848322406,1.781140691,10.76637418,1.512889228,5.34546,0.783163209
1989/12/1,3.87617696,1.466207438,16.37500635,3.930764347,6.202803333,1.133309014
1990/3/1,3.868458345,2.520524611,14.49603504,15.59177434,6.680213333,1.349345355
1990/6/1,3.8966207,2.463018232,-5.219130077,8.024214731,7.262003333,1.309127216
1990/9/1,3.91323244,2.823586726,52.25594272,-10.1773444,7.610263333,1.178366305
1990/12/1,3.90917442,4.201763719,54.85320166,22.88389451,8.03911,1.388810737
1991/3/1,3.917657413,2.974516897,-41.85088721,-24.95419909,8.150826667,1.43970266
1991/6/1,3.927279865,1.754883557,-65.46737328,-22.7904847,8.102333333,1.486038429
1991/9/1,3.92631984,2.558199423,-13.162131,-8.871529627,7.33144,2.53495228
1991/12/1,3.931244103,1.994430959,-12.04611789,-7.46547206,6.51676,2.482767046
1992/3/1,3.934037191,2.391205864,-11.43267261,-9.91368873,5.62072,2.233758245
1992/6/1,3.933536477,3.136627933,-10.75165086,5.054921775,4.75476,2.763404607
1992/9/1,3.936654734,1.275704759,11.73384843,0.53659945,4.292286667,2.163900988
1992/12/1,3.929174453,1.438105141,12.57012363,-14.48963945,3.97149,2.613446419
1993/3/1,3.939197795,0.983226789,-9.867850617,-7.940803511,3.472613333,2.704661913
1993/6/1,3.931629956,1.276929721,-2.999756018,-18.36428391,3.19982,2.012128312
1993/9/1,3.926032492,1.099497147,-25.26377442,-21.5743474,3.083283333,2.309094712
1993/12/1,3.931138247,0.348454442,-40.1115821,-9.246301301,2.481693333,1.587678736
1994/3/1,3.940345488,0.811244748,8.251643086,-3.477383677,2.273793333,1.749828479
1994/6/1,3.929876258,1.782466351,-12.30405365,-0.649024438,2.10932,1.6854636
1994/9/1,3.948602192,-0.241874123,4.792784401,6.875348492,2.13378,1.541848006
1994/12/1,3.937276075,-0.340008541,-34.28783694,3.436871494,2.265946667,1.649713757
1995/3/1,3.943754489,0.385108714,18.6721691,1.779827526,2.218703333,1.892431369
1995/6/1,3.958334933,-0.630231673,-5.019887972,-30.77223993,1.371666667,1.043000644
1995/9/1,3.965285565,0.161290176,-30.24949175,22.01915855,0.8,0.634994066
1995/12/1,3.964767918,0.298432129,67.40400592,13.4277058,0.463333333,0.539253728
1996/3/1,3.974013675,-0.173357734,34.64519719,10.79713574,0.463333333,-0.232048754
1996/6/1,3.984748714,0.408624085,8.974534513,8.471466854,0.476666667,-0.074896107
1996/9/1,3.984888276,0.391395779,1.064817663,6.708356204,0.463333333,-0.343059888
1996/12/1,3.998817059,0.533622536,22.11731389,13.19513263,0.483333333,-0.275827793
1997/3/1,4.005476914,0.53184902,2.965820865,23.19732617,0.496666667,-0.042033699
1997/6/1,3.995905705,0.564100077,-18.13831807,-9.141928326,0.496666667,-0.047090963
1997/9/1,4.000194315,0.767222105,-17.51008831,-10.34015824,0.49,0.247747337
1997/12/1,3.999146307,0.648066272,-22.60399254,9.079652861,0.453333333,0.308500726
1998/3/1,3.981017442,-0.615657204,-21.4051539,-13.49552201,0.433333333,0.402651665
1998/6/1,3.975830586,-0.580078799,-43.19145257,0.489332513,0.436666667,0.476048175
1998/9/1,3.978843594,-0.329681199,-9.603065353,7.681810745,0.386666667,0.465939562
1998/12/1,3.984236496,0.211875115,10.42818031,-41.07241482,0.23,0.277329038
1999/3/1,3.976559726,0.314058024,-7.900611658,-21.72683588,0.15,0.129603661
1999/6/1,3.981085625,-0.150861324,14.76239819,12.9448047,0.03,0.027301494
1999/9/1,3.979731856,-0.477311547,46.14198231,1.784430884,0.03,0.101710955
1999/12/1,3.984988456,0.096137574,49.63843181,-2.777182878,0.023333333,0.172448045
2000/3/1,4.002134995,-0.105926286,10.30050824,13.95442797,0.023333333,0.183089392
2000/6/1,4.005112396,-0.417876444,19.13587287,-6.611030193,0.02,0.177465042
2000/9/1,4.003031662,-0.622105871,14.40438779,8.423411705,0.143333333,0.19444022
2000/12/1,4.010256997,-1.595949061,31.42605431,12.74418607,0.246666667,0.155663996
2001/3/1,4.019037818,-0.688275865,-43.37000483,1.187389107,0.203333333,0.078491753
2001/6/1,4.017715462,-0.67853954,-20.10637212,2.726376136,0.02,0.03157411
2001/9/1,4.007092429,-0.640713566,14.10302523,-8.39769164,0.008333333,-0.146711967
2001/12/1,4.005164235,-1.165347788,-30.4603892,-6.337922092,0.002333333,-0.218661052
2002/3/1,4.00719115,-0.592086763,-26.46235164,5.415624807,0.001333333,-0.546678993
2002/6/1,4.018657343,-0.953073226,45.37185947,-1.509308567,0.001,-0.51797951
2002/9/1,4.025837519,-0.903427615,-3.928886271,-13.33357477,0.003,-0.758477215
2002/12/1,4.030414997,-0.768435481,48.05005281,19.57227092,0.002,-0.579059359
2003/3/1,4.02832089,-0.22052347,12.44825917,-1.7149602,0.001666667,-0.814806459
2003/6/1,4.040055079,0.301569221,-39.9706545,-9.457213245,0.001,-0.734588917
2003/9/1,4.044465565,0.063772776,-6.694830824,-0.961600336,0.001666667,-0.774672301
2003/12/1,4.054897834,-0.131348496,7.320864394,-8.260875817,0.001,-0.638468824
2004/3/1,4.066617577,-0.480124163,10.75216747,9.439317056,0.000666667,-0.472134067
2004/6/1,4.067392331,-0.232874962,32.3341039,14.97953215,0.000666667,-0.390840186
2004/9/1,4.070430965,0.225832831,35.09552447,7.198518719,0.000666667,-0.304582489
2004/12/1,4.068326203,-0.18924642,31.56936898,3.986074435,0.001,-0.466168658
2005/3/1,4.073000242,-0.051000846,-1.411351463,9.922815263,0.001333333,-0.456327767
2005/6/1,4.087751503,-0.069782486,51.53619239,17.88541033,0.001,-0.291945986
2005/9/1,4.092347063,-0.615346043,23.26832083,15.6823611,0.001,-0.396077574
2005/12/1,4.095456195,0.225473852,25.11053732,28.52277185,0.001,-0.380083151
2006/3/1,4.102231774,0.49159917,32.11249074,12.7728268,0.001333333,-0.362991986
2006/6/1,4.108169986,0.059261958,19.5596984,-2.911118828,0.019333333,-0.5189102
2006/9/1,4.108951381,0.081860026,1.223651402,15.2502737,0.222,-0.205212851
2006/12/1,4.122923098,-0.015531446,-31.29749354,3.560365707,0.255333333,-0.006725539
2007/3/1,4.13685654,-0.69299331,-16.06967803,11.34037464,0.377666667,0.003132169
2007/6/1,4.140168205,0.224499188,42.29183857,4.59157999,0.514,0.11850431
2007/9/1,4.137604404,0.020746149,20.40545324,-0.852084962,0.498,0.029392021
2007/12/1,4.147358978,2.17860239,56.47617722,21.56451884,0.501,-0.133719352
2008/3/1,4.155795067,1.481509517,4.986981649,7.824211596,0.505666667,0.00928043
2008/6/1,4.14652393,1.700539525,63.33384418,21.96724777,0.506666667,-0.175236167
2008/9/1,4.137381585,3.830764764,22.34787627,31.9022435,0.500666667,0.031866165
2008/12/1,4.106134765,-2.998025979,-211.5234372,-104.1137808,0.333,-0.284169356
2009/3/1,4.067549658,-2.769968469,-112.9124224,-60.9602572,0.110333333,0.54362948
2009/6/1,4.087186205,-1.768385293,35.43508431,-11.37411768,0.103333333,-0.339568889
2009/9/1,4.089147196,-1.700403401,48.60993861,16.63148202,0.103333333,-0.677743666
2009/12/1,4.107655833,-0.435374506,21.10872337,12.84983706,0.104,-0.555004101
2010/3/1,4.123593413,-0.012553501,21.9291151,17.92129403,0.098,2.200475078
2010/6/1,4.135911144,-2.033947985,26.06072552,-1.833552347,0.093,2.516371025
2010/9/1,4.15081061,-2.085482929,-23.38094506,-13.2554889,0.093333333,1.875643735
2010/12/1,4.145846692,0.893822079,17.24539765,9.748414801,0.089666667,1.485776995
2011/3/1,4.12647047,-0.006552974,45.07935764,19.40715492,0.087666667,0.042587844
2011/6/1,4.121103222,0.301165943,28.13864803,13.26380286,0.066666667,-0.093033606
2011/9/1,4.150107069,-0.417696333,-24.2972628,-0.263557315,0.078,0.298639328
2011/12/1,4.154833449,-0.56636699,2.426307981,-3.473380089,0.078666667,-0.090353976
2012/3/1,4.168034249,0.985414059,16.65183137,-0.177057426,0.083,-0.229023604
2012/6/1,4.167903509,-0.209005751,-18.3846104,0.00921941,0.078333333,-0.250824537
2012/9/1,4.166220538,-1.138446379,1.205638944,-9.602973912,0.085,-0.251397924
2012/12/1,4.169462394,-0.096113115,18.09469588,12.17300641,0.084333333,-0.089339768
2013/3/1,4.184659671,0.28748246,37.60351901,36.26967269,0.082666667,-0.245208142
2013/6/1,4.195139881,0.900226237,-8.866070999,11.11931847,0.073,-0.34579859
2013/9/1,4.202467448,1.786040095,17.30157568,6.902067822,0.072666667,-0.164810489
2013/12/1,4.205022921,1.371351071,11.21410672,5.260285138,0.072333333,-0.204850114
2014/3/1,4.222628884,1.160154327,8.529317199,6.9392011,0.074,-0.336719763
2014/6/1,4.205867701,1.514427614,3.21942551,-6.345725461,0.066666667,-0.469305164
2014/9/1,4.201855997,1.347276113,0.938932875,8.409975988,0.067,-0.679490181
2014/12/1,4.210776641,-0.414131812,-59.87584327,-0.282567712,0.064,-0.68958777
2015/3/1,4.227280977,-0.55441294,-110.9442568,-36.62862531,0.073333333,-0.363069038
2015/6/1,4.226190867,0.524778901,28.17140291,-2.654693247,0.067333333,1.041125077
2015/9/1,4.232472122,-0.362697925,-39.49671909,-7.331133708,0.074333333,0.660204376
2015/12/1,4.230354654,-0.042915453,-41.79736767,-31.7794476,0.076333333,0.520713918
2016/3/1,4.239295524,-0.46367115,-123.2452399,-33.61247759,0.034666667,0.255652826
2016/6/1,4.242848085,-0.750984705,58.10759112,-13.25486499,-0.050333333,0.116554677
2016/9/1,4.249581812,-0.658746486,8.541171471,-7.085956109,-0.046,0.317646472
